poem,poet
واحدم خوانده ای گرم بیند \ پشت ایام خواندم اثنین,khaghani
توبه کردم که پیش کس نشوم \ خاصه در حربگاه بدر و حنین,saadi
توبه مشکن مرا که شیطانی \ باشد از زاده شهابی شین,khaghani
آب حیوان چو یافت آتش خضر \ کم گراید به باد ذوالقرنین,khaghani
ای جمال معاشران چونست \ آن دو حمال گام گستر تو,sanaee
چند با اشک و رشک خواهد بود \ عرش و فرش از لحاف و بستر تو,sanaee
چند بی سرمه سای خواهد بود \ بر فلک همنشین اختر تو,saadi
چند بی بوسه جای خواهد بود \ بر زمین شاهراه کشور تو,sanaee
فاقه تا کی کشد ز پیس دماغ \ بی کمال خوی معنبر تو,khaghani
تشنه تا کی بود خلیفه دل \ بی جمال رخ منور تو,khaghani
چشم را نیست رتبتی بر جسم \ بی رخ خوب روح پرور تو,saadi
گوش را نیست منتی بر هوش \ بی زبان خوش سخنور تو,saadi
ای چو عیسی همیشه روح القدس \ ناصر و همنشین و یاور تو,sanaee
تو همیشه میان گلشکری \ زان دل تو قویست در بر تو,saadi
گلشکر کی کم آیدت چو بود \ خلق و لفظ تو گل به شکر تو,saadi
درد با پای تو ندارد پای \ ز آنکه او هست مرکب سر تو,khaghani
زهره دارد حوادث طبعی \ که بگردد به گرد لشکر تو,khaghani
خاک پای تو نزد دشمن و دوست \ قدر دارد بسان افسر تو,khaghani
تو بپر می پری به سوی فلک \ زان که عرشیست اصل گوهر تو,khaghani
پس اگر گه گهی به درد آید \ پای در پای بر جهان بر تو,sanaee
آن نه از درد نقرسست که نیست \ پای را درد عبرت از پر تو,sanaee
تن آلوده گر ز نااهلی \ دور ماند از جمال و منظر تو,sanaee
هست جان بر امید آب حیات \ خاکروب ستانه در تو,khaghani
مرکب از لشکری یکی باشد \ خاصه ترکیب هم ز جوهر تو,sanaee
تن اگر چون فنا نباشد و نیست \ پیش صدر بهشت پیکر تو,saadi
شکر حق را که پیش خدمت تست \ چون بقا عقل و جان و چاکر تو,khaghani
گر بر تو نیامدم شاید \ که گرانم چو بخشش زر تو,saadi
تو خود از درد پای رنجوری \ من چه درد سر آورم بر تو,sanaee
من ز تشویر دفتر از تقصیر \ زرد بودم چو کلک لاغر تو,sanaee
دفترت باز تو فرستادم \ هم به دست علی برادر تو,sanaee
دف تر بود دفترت بر من \ بی زبان کس سخنور تو,sanaee
که سیه روی باد هر که بود \ بی تو خوش روی همچو دفتر تو,khaghani
خواجه سلام علیک کو لب چون نوش او \ پسته دربار او لعل گهر پوش او,sanaee
کی به اشارت ز دور چشم ببیند لبش \ زان که نداند همی شکل لبش هوش او,sanaee
چشم کجا بیندش از ره صورت از آنک \ هست نهان جای عقل در لب خاموش او,khaghani
جای فرشتست و دیو چشم قوی خشم او \ حجله عقلست و جان گوش سخن کوش او,khaghani
گشت پر از ابرویم چشم جهانی از آنک \ خرمن مهرست و ماه قند ز شب پوش او,sanaee
مایه قهرست و لطف ناوک دلدوز او \ پایه کفرست و دین جوشن و شب پوش او,saadi
از سر شوخی و ناز برکشد او چشم تو \ گر تو ز زور و دروغ بر نکشی گوش او,saadi
دی چو سناییش دید نیک بر بندگیش \ تا به ابد مانده گیر غاشیه بر دوش او,sanaee
در هوس هجر او دوزخیانند خلق \ شاه بهشتست و بس از بر و آغوش او,sanaee
سلطان بهرامشاه آنکه بود روز صید \ کرکس و شیر فلک پشه و خرگوش او,khaghani
خواجه غلط کرده است در چه در ابروی او \ زان که نسازد همی قبله دل سوی او,sanaee
قبله عقلست و نقل پیچ و خم زلف او \ دایه حورست و روح بوی خوش و خوی او,saadi
شیر فلک را شدست از پی کسب شرف \ مسجد حاجت روا خاک سر کوی او,sanaee
تاز دو عید و یکی قدر چه خیزد ترا \ عید همی بین و قدر در شکن موی او,khaghani
بر سر کوی دل آی تا یابد یک دمی \ رحمت درمان این زحمت داروی او,saadi
جادو اگر در بهشت نبود پس در رخش \ از چه بهشتی شدست نرگس جادوی او,saadi
سایه گیسوش را دار غنیمت که دل \ کیسه بسی دوختست در خم گیسوی او,khaghani
شیر فلک شد به شرط روبه بازی از آنک \ تا به کف آرد مگر چشم چو آهوی او,sanaee
قبله اگر چه بسی ست از پی احرام دل \ چشم سنایی نساخت قبله جز ابروی او,sanaee
شد ز پی دین و جاه چون سم شبدیز شاه \ سجده گه و قبله گاه دایره روی او,saadi
سلطان بهرامشاه آنکه گه زور هست \ گردن گردان زدن بازی بازوی او,khaghani
از پی تشریف خویش در همه چین و ختا \ بچه یک ترک نیست ناشده هندوی او,khaghani
رفت قاضی بلمعالی ای سنایی آه کو \ همچو دل جانت بر آن صدر جهان همراه کو,khaghani
خود گرفتم صد هزاران آه کردی لیک باز \ چون مریدان جان بر آوردن به پیش آه کو,sanaee
از پی آن تیز خاطر قد کمان کردی ز غم \ پس چو تیر اندر کمان در وی دل یکتاه کو,khaghani
آفتابی بود یوسف بلمعالی ماه او \ گر فرو رفت آفتاب ای قوم باری ماه کو,sanaee
بی جمال و زیب و فر و رونق و ترتیب او \ آنهمه نو زیب و باخیر و فراخی گاه کو,sanaee
نطع پر اسب و پیاده پیل و فرزین و رخست \ کار اینها شاه دارد در میانه شاه کو,sanaee
خود گرفته هر کسی جویند صدر و منبرش \ هم نیابند ار بیابند آن جمال و جاه کو,sanaee
پایشان چون رای او وقت صلات سخت کو \ دستشان چون عمر او وقت قضا کوتاه کو,khaghani
گمرهان پست همت را ز تیر لا الاه \ رهنمای و داعی میدان الا الاه کو,khaghani
هر زمان گویی که تخت و افسرش اینجاستی \ چند گویی تخت و افسر اول این گو شاه کو,khaghani
حمله شیر آزمودن سست شد در رنج تو \ روبهت زنده ست باری حیله روباه کو,saadi
ماند محراب و قضا را اسم مردی مرد کو \ هست راه کهکشان را نام برگی کاه کو,khaghani
هر سری خواهد ببوسید آستان جاه تو \ لیک از بس جان پاکان پای کس را راه کو,sanaee
یوسف ما بود چاهی لیک گشت از بهر چاه \ هیچ یوسف را ورای چرخ هشتم جاه کو,saadi
ایا کشیخان بد اصل ای سه بوسش \ علی نامی دریغ این نام بر تو,sanaee
ز هر خلقی که ایزد آفریدست \ بتر سگ دم و از سگ دم بتر تو,sanaee
ترا ز جمله اهل نشابور \ پدر ننگ آمد و ننگ پدر تو,sanaee
مرا سعد علی نانی همی داد \ نگنجید آن سخا و فضل در تو,khaghani
به دونی منقطع کردی تو آن چیز \ که لعنت باد و نفرین باد بر تو,saadi
با تو باشم از تو نندیشم که با فضلی و عدل \ نه بدان کز راه عقل و معرفت پیشم ز تو,sanaee
باز کز تو دور باشم هیچ نندیشم ز کس \ از تو نندیشم چرا زیرا که نندیشم ز تو,sanaee
در چشمت ای رفیقک ای خام قلتبان \ برتر ز سرومان همی آید حشیش تو,saadi
آن به که در هجای تو از تو بنگذرم \ تصحیف معنی لقب تو بریش تو,sanaee
ای چو ماهی نشسته در خرگاه \ وز تو خرگاه چون سپهر از ماه,khaghani
دان که داریم عزم روز آباد \ منم و یک خر و دو سه همراه,sanaee
از تومان آرزوست بره و شیر \ تره و کوک و میوه روباه,saadi
زان که دارند هم ز اقبالت \ همرهان نان و چارپایان کاه,sanaee
اعتقاد محمد بهروز \ کرد روزیش از آن جهان آگاه,saadi
چون به از زر به عمر هیچ ندید \ زر به درویش داد و عمر به شاه,khaghani
گفتم بنالم از تو به یاران و دوستان \ باشد که دست ظلم بداری ز بی گناه,sanaee
بازم حفاظ دامن همت گرفت و گفت \ زنهار تا از او به جزا و ناوری پناه,khaghani
ای فلک شمس شرف جاه تو \ باد بر افزون چو مه یکشبه,saadi
بر تنم از سرما آمد فراز \ پوست بر آن سان که بر آتش دبه,sanaee
شد کتفم رقص کنان می زنم \ سنج به دندان و به لب دبدبه,saadi
نزد تو زان آمدم ایرا که هست \ دیدن خورشید غم بی جبه,sanaee
بخور من بود دود درمنه \ چنین باشد کسی را کو درم نه,sanaee
